----system---- ---load-avg--- -dsk/total- ------memory-usage-----
     time     | 1m   5m  15m | read  writ| used  free  buff  cach
18-08 20:33:05|0.05 4.38 6.32|   0     0 | 380M  125G 7056k 53.8M
18-08 20:33:07|0.05 4.38 6.32|   0    14k| 380M  125G 7064k 53.8M
18-08 20:33:09|0.05 4.38 6.32|   0    10k| 380M  125G 7064k 53.8M
18-08 20:33:11|0.04 4.31 6.29|   0     0 | 380M  125G 7064k 53.8M
18-08 20:33:13|0.04 4.31 6.29|   0   332k| 380M  125G 7144k 53.8M
18-08 20:33:15|0.04 4.24 6.25|   0    22k| 380M  125G 7144k 53.8M
18-08 20:33:17|0.04 4.24 6.25|   0     0 | 380M  125G 7144k 53.8M
18-08 20:33:19|0.04 4.24 6.25|   0  6144B| 380M  125G 7152k 53.8M
18-08 20:33:21|0.04 4.17 6.22|   0  2048B| 380M  125G 7152k 53.8M
18-08 20:33:23|0.04 4.17 6.22|   0     0 | 380M  125G 7152k 53.8M
18-08 20:33:25|0.04 4.17 6.22|   0  6144B| 380M  125G 7160k 53.8M
18-08 20:33:27|0.03 4.10 6.19|   0  2048B| 380M  125G 7160k 53.8M
18-08 20:33:29|0.03 4.10 6.19|   0     0 | 380M  125G 7160k 53.8M
18-08 20:33:31|0.03 4.03 6.15|   0  6144B| 381M  125G 7168k 53.8M
18-08 20:33:33|0.03 4.03 6.15|   0  2048B| 381M  125G 7168k 53.8M
18-08 20:33:35|0.03 4.03 6.15|   0     0 | 381M  125G 7168k 53.8M
18-08 20:33:37|0.03 3.96 6.12|   0  6144B| 381M  125G 7176k 53.8M
18-08 20:33:39|0.03 3.96 6.12|   0  2048B| 381M  125G 7176k 53.8M
18-08 20:33:41|0.02 3.90 6.09|   0     0 | 381M  125G 7176k 53.8M
18-08 20:33:43|0.02 3.90 6.09|   0   332k| 381M  125G 7256k 53.8M
18-08 20:33:45|0.02 3.90 6.09|   0    20k| 381M  125G 7256k 53.8M
18-08 20:33:47|0.02 3.83 6.05|   0     0 | 381M  125G 7256k 53.8M
18-08 20:33:49|0.02 3.83 6.05|   0  6144B| 381M  125G 7264k 53.8M
18-08 20:33:51|0.02 3.77 6.02|   0  2048B| 380M  125G 7264k 53.8M
18-08 20:33:53|0.02 3.77 6.02|   0     0 | 380M  125G 7264k 53.8M
18-08 20:33:55|0.02 3.77 6.02|   0  6144B| 380M  125G 7272k 53.8M
18-08 20:33:57|0.02 3.70 5.99|   0  2048B| 380M  125G 7272k 53.8M
18-08 20:33:59|0.02 3.70 5.99|   0     0 | 380M  125G 7272k 53.8M
18-08 20:34:01|0.02 3.64 5.95|   0  6144B| 380M  125G 7280k 53.8M
18-08 20:34:03|0.02 3.64 5.95|   0  2048B| 380M  125G 7280k 53.8M
18-08 20:34:05|0.02 3.64 5.95|   0     0 | 380M  125G 7280k 53.8M
18-08 20:34:07|0.02 3.58 5.92|   0  6144B| 380M  125G 7288k 53.8M
18-08 20:34:09|0.02 3.58 5.92|   0  2048B| 380M  125G 7288k 53.8M
18-08 20:34:11|0.01 3.52 5.89|   0     0 | 380M  125G 7288k 53.8M
18-08 20:34:13|0.01 3.52 5.89|2048B  332k| 380M  125G 7372k 53.8M
18-08 20:34:15|0.01 3.52 5.89|   0    24k| 380M  125G 7372k 53.8M
18-08 20:34:17|0.01 3.46 5.86|   0     0 | 380M  125G 7372k 53.8M
18-08 20:34:19|0.01 3.46 5.86|   0  6144B| 380M  125G 7380k 53.8M
18-08 20:34:21|0.01 3.41 5.83|   0  2048B| 380M  125G 7380k 53.8M
18-08 20:34:23|0.01 3.41 5.83|   0     0 | 380M  125G 7380k 53.8M
18-08 20:34:25|0.01 3.41 5.83|   0  6144B| 380M  125G 7388k 53.8M
18-08 20:34:27|0.01 3.35 5.80|   0  2048B| 380M  125G 7388k 53.8M
18-08 20:34:29|0.01 3.35 5.80|   0     0 | 380M  125G 7388k 53.8M
18-08 20:34:31|0.01 3.29 5.76|   0  6144B| 380M  125G 7396k 53.8M
18-08 20:34:33|0.01 3.29 5.76|   0  2048B| 380M  125G 7396k 53.8M
18-08 20:34:35|0.01 3.29 5.76|   0     0 | 380M  125G 7396k 53.8M
18-08 20:34:37|0.01 3.24 5.73|   0  6144B| 380M  125G 7404k 53.8M
18-08 20:34:39|0.01 3.24 5.73|   0  2048B| 380M  125G 7404k 53.8M
18-08 20:34:41|0.01 3.18 5.70|   0     0 | 380M  125G 7404k 53.8M
18-08 20:34:43|0.01 3.18 5.70|   0   332k| 381M  125G 7484k 53.8M
18-08 20:34:45|0.01 3.18 5.70|   0    20k| 381M  125G 7484k 53.8M
18-08 20:34:47|0.01 3.13 5.67|   0     0 | 381M  125G 7484k 53.8M
18-08 20:34:49|0.01 3.13 5.67|   0  6144B| 381M  125G 7492k 53.8M
18-08 20:34:51|0.01 3.08 5.64|   0  2048B| 381M  125G 7492k 53.8M
18-08 20:34:53|0.01 3.08 5.64|   0     0 | 381M  125G 7492k 53.8M
18-08 20:34:55|0.01 3.08 5.64|   0  6144B| 381M  125G 7500k 53.8M
18-08 20:34:57|   0 3.03 5.61|   0  2048B| 380M  125G 7500k 53.8M
18-08 20:34:59|   0 3.03 5.61|   0     0 | 380M  125G 7500k 53.8M
18-08 20:35:01|   0 2.98 5.58|   0  6144B| 381M  125G 7508k 53.8M
18-08 20:35:03|   0 2.98 5.58|   0  4096B| 380M  125G 7508k 53.8M
18-08 20:35:05|   0 2.98 5.58|   0     0 | 380M  125G 7508k 53.8M
18-08 20:35:07|   0 2.93 5.55|   0    10k| 381M  125G 7516k 53.8M
18-08 20:35:09|   0 2.93 5.55|   0  6144B| 380M  125G 7516k 53.8M
18-08 20:35:11|   0 2.88 5.52|   0     0 | 380M  125G 7516k 53.8M
18-08 20:35:13|   0 2.88 5.52|   0   336k| 380M  125G 7596k 53.8M
18-08 20:35:15|   0 2.88 5.52|   0    26k| 380M  125G 7596k 53.8M
18-08 20:35:17|   0 2.83 5.49|   0     0 | 380M  125G 7596k 53.8M
18-08 20:35:19|   0 2.83 5.49|   0  6144B| 380M  125G 7604k 53.8M
18-08 20:35:21|   0 2.78 5.46|   0  2048B| 380M  125G 7604k 53.8M
18-08 20:35:23|   0 2.78 5.46|   0     0 | 380M  125G 7604k 53.8M
18-08 20:35:25|   0 2.78 5.46|   0  6144B| 380M  125G 7612k 53.8M
18-08 20:35:27|   0 2.74 5.43|   0  2048B| 380M  125G 7612k 53.8M
18-08 20:35:29|   0 2.74 5.43|   0     0 | 380M  125G 7612k 53.8M
18-08 20:35:31|   0 2.69 5.40|   0  6144B| 380M  125G 7620k 53.8M
18-08 20:35:33|   0 2.69 5.40|   0  2048B| 380M  125G 7620k 53.8M
18-08 20:35:35|   0 2.69 5.40|   0     0 | 380M  125G 7620k 53.8M
18-08 20:35:37|   0 2.65 5.37|   0  6144B| 380M  125G 7628k 53.8M
18-08 20:35:39|   0 2.65 5.37|   0    28k| 380M  125G 7636k 53.9M
18-08 20:35:41|   0 2.60 5.34|   0     0 | 380M  125G 7636k 53.9M
18-08 20:35:43|   0 2.60 5.34|   0   332k| 380M  125G 7716k 53.8M
18-08 20:35:45|   0 2.60 5.34|   0    20k| 380M  125G 7716k 53.8M
18-08 20:35:47|   0 2.56 5.31|   0     0 | 380M  125G 7716k 53.8M
18-08 20:35:49|   0 2.56 5.31|   0  6144B| 381M  125G 7724k 53.9M
18-08 20:35:51|   0 2.52 5.28|   0  2048B| 381M  125G 7724k 53.9M
18-08 20:35:53|   0 2.52 5.28|   0     0 | 381M  125G 7724k 53.9M
18-08 20:35:55|   0 2.52 5.28|   0  6144B| 381M  125G 7732k 53.9M
18-08 20:35:57|   0 2.47 5.25|   0  2048B| 381M  125G 7732k 53.9M
18-08 20:35:59|   0 2.47 5.25|   0     0 | 381M  125G 7732k 53.9M
18-08 20:36:01|   0 2.43 5.23|   0  6144B| 381M  125G 7740k 53.9M
18-08 20:36:03|   0 2.43 5.23|   0  2048B| 380M  125G 7740k 53.9M
18-08 20:36:05|   0 2.43 5.23|   0     0 | 380M  125G 7740k 53.9M
18-08 20:36:07|   0 2.39 5.20|   0  6144B| 380M  125G 7748k 53.9M
18-08 20:36:09|   0 2.39 5.20|   0    16k| 381M  125G 7756k 53.8M
18-08 20:36:11|   0 2.35 5.17|   0     0 | 381M  125G 7756k 53.8M
18-08 20:36:13|   0 2.35 5.17|   0   332k| 381M  125G 7836k 53.8M
18-08 20:36:15|   0 2.35 5.17|   0    24k| 381M  125G 7836k 53.8M
18-08 20:36:17|   0 2.31 5.14|   0     0 | 381M  125G 7836k 53.8M
18-08 20:36:19|   0 2.31 5.14|   0  6144B| 380M  125G 7844k 53.9M
18-08 20:36:21|   0 2.27 5.11|   0  2048B| 380M  125G 7844k 53.9M
18-08 20:36:23|   0 2.27 5.11|   0     0 | 380M  125G 7844k 53.9M
18-08 20:36:25|   0 2.27 5.11|   0  6144B| 380M  125G 7852k 53.9M
18-08 20:36:27|   0 2.24 5.09|   0  2048B| 380M  125G 7852k 53.9M
18-08 20:36:29|   0 2.24 5.09|   0     0 | 380M  125G 7852k 53.9M
18-08 20:36:31|   0 2.20 5.06|   0  6144B| 380M  125G 7860k 53.9M
18-08 20:36:33|   0 2.20 5.06|   0  2048B| 380M  125G 7860k 53.9M
18-08 20:36:35|   0 2.20 5.06|   0    24k| 377M  125G 7868k 53.8M
18-08 20:36:37|   0 2.16 5.03|   0     0 | 380M  125G 7868k 53.8M
18-08 20:36:39|   0 2.16 5.03|   0    16k| 380M  125G 7868k 53.8M
18-08 20:36:41|   0 2.13 5.00|   0    36k| 380M  125G 7876k 53.8M
18-08 20:36:43|   0 2.13 5.00|   0   332k| 377M  125G 7956k 53.8M
18-08 20:36:45|   0 2.13 5.00|   0    28k| 379M  125G 7956k 53.8M
18-08 20:36:47|   0 2.09 4.98|   0     0 | 379M  125G 7956k 53.8M
18-08 20:36:49|   0 2.09 4.98|   0    34k| 379M  125G 7964k 53.8M
18-08 20:36:51|   0 2.06 4.95|   0    30k| 379M  125G 7964k 53.8M
18-08 20:36:53|   0 2.06 4.95|   0     0 | 379M  125G 7964k 53.8M
18-08 20:36:55|   0 2.06 4.95|   0    12k| 379M  125G 7972k 53.8M
18-08 20:36:57|   0 2.02 4.92|   0  8192B| 379M  125G 7972k 53.8M
18-08 20:36:59|   0 2.02 4.92|   0     0 | 379M  125G 7972k 53.8M
18-08 20:37:01|   0 1.99 4.90|   0  6144B| 379M  125G 7980k 53.8M
18-08 20:37:03|   0 1.99 4.90|   0  2048B| 379M  125G 7980k 53.8M
18-08 20:37:05|   0 1.99 4.90|   0     0 | 379M  125G 7980k 53.8M
18-08 20:37:07|   0 1.95 4.87|   0  6144B| 379M  125G 7988k 53.8M
18-08 20:37:09|   0 1.95 4.87|   0  2048B| 379M  125G 7988k 53.8M
18-08 20:37:11|   0 1.92 4.84|   0     0 | 379M  125G 7988k 53.9M
18-08 20:37:13|   0 1.92 4.84|   0   332k| 379M  125G 8068k 53.9M
18-08 20:37:15|   0 1.92 4.84|   0    20k| 379M  125G 8068k 53.9M
18-08 20:37:17|   0 1.89 4.82|   0     0 | 379M  125G 8068k 53.9M
18-08 20:37:19|   0 1.89 4.82|   0    14k| 379M  125G 8076k 53.9M
18-08 20:37:21|   0 1.86 4.79|   0    12k| 379M  125G 8076k 53.9M
18-08 20:37:23|   0 1.86 4.79|   0     0 | 379M  125G 8076k 53.9M
18-08 20:37:25|   0 1.86 4.79|   0  6144B| 379M  125G 8084k 53.9M
18-08 20:37:27|   0 1.83 4.77|   0  2048B| 379M  125G 8084k 53.9M
18-08 20:37:29|   0 1.83 4.77|   0     0 | 379M  125G 8084k 53.9M
18-08 20:37:31|   0 1.80 4.74|   0  6144B| 379M  125G 8092k 53.9M
18-08 20:37:33|   0 1.80 4.74|   0  2048B| 379M  125G 8092k 53.9M
18-08 20:37:35|   0 1.80 4.74|   0    10k| 379M  125G 8100k 53.8M
18-08 20:37:37|   0 1.77 4.71|   0     0 | 379M  125G 8100k 53.8M
18-08 20:37:39|   0 1.77 4.71|   0  4096B| 379M  125G 8100k 53.8M
18-08 20:37:41|   0 1.74 4.69|   0  6144B| 379M  125G 8108k 53.9M
18-08 20:37:43|   0 1.74 4.69|   0   332k| 379M  125G 8188k 53.9M
18-08 20:37:45|   0 1.74 4.69|   0    20k| 379M  125G 8188k 53.9M
18-08 20:37:47|   0 1.71 4.66|   0     0 | 379M  125G 8188k 53.9M
18-08 20:37:49|   0 1.71 4.66|   0  6144B| 379M  125G 8196k 53.9M
18-08 20:37:51|   0 1.68 4.64|   0    26k| 379M  125G 8204k 53.9M
18-08 20:37:53|   0 1.68 4.64|   0    26k| 377M  125G 8212k 53.8M
18-08 20:37:55|   0 1.68 4.64|   0     0 | 377M  125G 8212k 53.8M
18-08 20:37:57|   0 1.65 4.61|  16M   18k| 756M  125G 10.4M 92.3M
18-08 20:37:59|   0 1.65 4.61|  10M  110k| 380M  125G 12.6M  102M
18-08 20:38:01|   0 1.62 4.59|   0     0 | 380M  125G 12.6M  102M
18-08 20:38:03|   0 1.62 4.59|   0    70k| 379M  125G 12.7M  102M
18-08 20:38:05|   0 1.62 4.59|   0     0 | 379M  125G 12.7M  102M
18-08 20:38:07|   0 1.59 4.56|   0     0 | 379M  125G 12.7M  102M
18-08 20:38:09|   0 1.59 4.56|   0    40k| 379M  125G 12.7M  102M
18-08 20:38:11|   0 1.57 4.54|   0     0 | 379M  125G 12.7M  102M
18-08 20:38:13|   0 1.57 4.54|   0   332k| 380M  125G 12.7M  102M
18-08 20:38:15|   0 1.57 4.54|   0    16k| 381M  125G 12.7M  102M
18-08 20:38:17|   0 1.54 4.51|   0     0 | 381M  125G 12.7M  102M
18-08 20:38:19|   0 1.54 4.51|   0    24k| 381M  125G 12.8M  102M
18-08 20:38:21|   0 1.52 4.49|   0    22k| 381M  125G 12.8M  102M
18-08 20:38:23|   0 1.52 4.49|   0     0 | 381M  125G 12.8M  102M
18-08 20:38:25|   0 1.52 4.49|   0    12k| 381M  125G 12.8M  102M
18-08 20:38:27|   0 1.49 4.46|   0    10k| 381M  125G 12.8M  102M
18-08 20:38:29|   0 1.49 4.46|   0     0 | 381M  125G 12.8M  102M
18-08 20:38:31|   0 1.46 4.44|   0    10k| 381M  125G 12.8M  102M
18-08 20:38:33|   0 1.46 4.44|   0  4096B| 381M  125G 12.8M  102M
18-08 20:38:35|   0 1.46 4.44|   0     0 | 381M  125G 12.8M  102M
18-08 20:38:37|   0 1.44 4.42|2048B   26k| 378M  125G 12.8M  102M
18-08 20:38:39|   0 1.44 4.42|4096B 4168k|1209M  124G 12.8M  112M
18-08 20:38:41|1.60 1.75 4.50|   0     0 |1278M  124G 12.8M  112M
18-08 20:38:43|1.60 1.75 4.50|   0   446k|1326M  124G 12.9M  112M
18-08 20:38:45|1.60 1.75 4.50|   0     0 |1369M  124G 12.9M  112M
18-08 20:38:47|3.08 2.05 4.58|   0     0 |1416M  124G 12.9M  112M
18-08 20:38:49|3.08 2.05 4.58|   0  6144B|1477M  124G 12.9M  112M
18-08 20:38:51|4.43 2.35 4.67|   0     0 |1509M  124G 12.9M  112M
18-08 20:38:53|4.43 2.35 4.67|   0     0 |1555M  124G 12.9M  112M
18-08 20:38:55|4.43 2.35 4.67|   0   126k|1600M  124G 12.9M  112M
18-08 20:38:57|5.68 2.64 4.75|   0     0 |1648M  124G 12.9M  112M
18-08 20:38:59|5.68 2.64 4.75|   0     0 |1725M  124G 12.9M  112M
18-08 20:39:01|6.82 2.93 4.83|   0  8192B|1741M  124G 12.9M  112M
18-08 20:39:03|6.82 2.93 4.83|   0     0 |1789M  124G 12.9M  112M
18-08 20:39:05|6.82 2.93 4.83|   0     0 |1836M  124G 12.9M  112M
18-08 20:39:07|7.88 3.22 4.91|   0  8192B|1884M  124G 12.9M  112M
18-08 20:39:09|7.88 3.22 4.91|   0     0 |1930M  124G 12.9M  112M
18-08 20:39:11|8.85 3.50 4.99|   0     0 |1978M  124G 12.9M  112M
18-08 20:39:13|8.85 3.50 4.99|   0   354k|2025M  124G 13.0M  112M
18-08 20:39:15|8.85 3.50 4.99|   0     0 |2072M  124G 13.0M  112M
18-08 20:39:17|9.74 3.77 5.07|   0     0 |2120M  124G 13.0M  112M
18-08 20:39:19|9.74 3.77 5.07|   0    10k|2167M  124G 13.0M  112M
18-08 20:39:21|10.6 4.04 5.16|   0     0 |2213M  123G 13.0M  112M
18-08 20:39:23|10.6 4.04 5.16|   0    12k|2260M  123G 13.0M  112M
18-08 20:39:25|10.6 4.04 5.16|   0  8192B|2306M  123G 13.0M  112M
18-08 20:39:27|11.3 4.30 5.24|   0     0 |2353M  123G 13.0M  112M
18-08 20:39:29|11.3 4.30 5.24|   0  6144B|2400M  123G 13.0M  112M
18-08 20:39:31|12.0 4.56 5.31|   0  2048B|2447M  123G 13.0M  112M
18-08 20:39:33|12.0 4.56 5.31|   0     0 |2494M  123G 13.0M  112M
18-08 20:39:35|12.0 4.56 5.31|   0  6144B|2541M  123G 13.0M  112M
18-08 20:39:37|12.7 4.82 5.39|   0  2048B|2588M  123G 13.0M  112M
18-08 20:39:39|12.7 4.82 5.39|   0     0 |2635M  123G 13.0M  112M
18-08 20:39:41|13.2 5.07 5.47|   0  6144B|2681M  123G 13.0M  112M
18-08 20:39:43|13.2 5.07 5.47|   0   354k|2728M  123G 13.1M  112M
18-08 20:39:45|13.2 5.07 5.47|   0     0 |2775M  123G 13.1M  112M
18-08 20:39:47|13.8 5.32 5.55|   0     0 |2824M  123G 13.1M  112M
18-08 20:39:49|13.8 5.32 5.55|   0    10k|2871M  123G 13.1M  112M
18-08 20:39:51|14.3 5.57 5.63|   0     0 |2917M  123G 13.1M  112M
18-08 20:39:53|14.3 5.57 5.63|   0     0 |2965M  123G 13.1M  112M
18-08 20:39:55|14.3 5.57 5.63|   0    10k|3011M  123G 13.1M  112M
18-08 20:39:57|14.7 5.81 5.71|   0     0 |3060M  123G 13.1M  112M
18-08 20:39:59|14.7 5.81 5.71|   0     0 |3105M  123G 13.1M  112M
18-08 20:40:01|15.2 6.04 5.78|   0    10k|3160M  123G 13.1M  112M
18-08 20:40:03|15.2 6.04 5.78|   0     0 |3193M  123G 13.1M  112M
18-08 20:40:05|15.2 6.04 5.78|   0     0 |3243M  122G 13.1M  112M
18-08 20:40:07|15.6 6.27 5.86|   0    10k|3286M  122G 13.1M  112M
18-08 20:40:09|15.6 6.27 5.86|   0     0 |3336M  122G 13.1M  112M
18-08 20:40:11|15.9 6.50 5.94|   0     0 |3386M  122G 13.1M  112M
18-08 20:40:13|15.9 6.50 5.94|   0   358k|3430M  122G 13.2M  112M
18-08 20:40:15|15.9 6.50 5.94|   0     0 |3480M  122G 13.2M  112M
18-08 20:40:17|16.2 6.73 6.01|   0     0 |3527M  122G 13.2M  112M
18-08 20:40:19|16.2 6.73 6.01|   0    10k|3573M  122G 13.2M  112M
18-08 20:40:21|16.5 6.95 6.09|   0     0 |3621M  122G 13.2M  112M
18-08 20:40:23|16.5 6.95 6.09|   0     0 |3667M  122G 13.2M  112M
18-08 20:40:25|16.5 6.95 6.09|   0    10k|3716M  122G 13.2M  112M
18-08 20:40:27|16.8 7.16 6.16|   0     0 |3760M  122G 13.2M  112M
18-08 20:40:29|16.8 7.16 6.16|   0     0 |3810M  122G 13.2M  112M
18-08 20:40:31|17.1 7.38 6.24|   0    10k|3859M  122G 13.2M  112M
18-08 20:40:33|17.1 7.38 6.24|   0     0 |3905M  122G 13.2M  112M
18-08 20:40:35|17.1 7.38 6.24|   0     0 |3953M  122G 13.2M  112M
18-08 20:40:37|17.3 7.59 6.31|   0    10k|8634M  117G 13.2M  112M
18-08 20:40:39|17.3 7.59 6.31|   0     0 |12.1G  114G 13.2M  112M
18-08 20:40:41|17.5 7.79 6.38|   0     0 |15.5G  110G 13.2M  112M
18-08 20:40:43|17.5 7.79 6.38|   0   360k|19.5G  106G 13.3M  112M
18-08 20:40:45|17.5 7.79 6.38|   0     0 |21.9G  104G 13.3M  112M
18-08 20:40:47|17.7 8.00 6.46|   0     0 |26.9G 98.7G 13.3M  112M
18-08 20:40:49|17.7 8.00 6.46|   0    10k|31.0G 94.6G 13.3M  112M
18-08 20:40:51|17.9 8.20 6.53|   0     0 |31.1G 94.5G 13.3M  112M
18-08 20:40:53|17.9 8.20 6.53|   0     0 |32.3G 93.3G 13.3M  112M
18-08 20:40:55|17.9 8.20 6.53|   0    10k|20.1G  106G 13.3M  112M
18-08 20:40:57|18.1 8.39 6.60|3412k    0 |12.2G  113G 14.1M  118M
18-08 20:40:59|18.1 8.39 6.60|2048B    0 | 383M  125G 14.1M  108M
18-08 20:41:01|16.6 8.25 6.57|   0    86k| 383M  125G 14.2M  108M
18-08 20:41:03|16.6 8.25 6.57|   0     0 | 383M  125G 14.2M  108M
18-08 20:41:05|16.6 8.25 6.57|   0     0 | 383M  125G 14.2M  108M
18-08 20:41:07|15.3 8.12 6.53|   0    10k| 383M  125G 14.2M  108M
18-08 20:41:09|15.3 8.12 6.53|   0     0 | 383M  125G 14.2M  108M
18-08 20:41:11|14.1 7.98 6.50|   0     0 | 383M  125G 14.2M  108M
18-08 20:41:13|14.1 7.98 6.50|   0   358k| 383M  125G 14.2M  108M
18-08 20:41:15|14.1 7.98 6.50|   0     0 | 379M  125G 14.2M  108M
18-08 20:41:17|12.9 7.85 6.46|   0     0 | 379M  125G 14.2M  108M
18-08 20:41:19|12.9 7.85 6.46|   0    10k| 379M  125G 14.3M  108M
18-08 20:41:21|11.9 7.72 6.43|   0     0 | 379M  125G 14.3M  108M
18-08 20:41:23|11.9 7.72 6.43|   0     0 | 379M  125G 14.3M  108M
18-08 20:41:25|11.9 7.72 6.43|   0    22k| 379M  125G 14.3M  108M
18-08 20:41:27|10.9 7.59 6.39|   0     0 | 379M  125G 14.3M  108M
18-08 20:41:29|10.9 7.59 6.39|   0     0 | 379M  125G 14.3M  108M
18-08 20:41:31|10.1 7.46 6.36|   0    10k| 379M  125G 14.3M  108M
18-08 20:41:33|10.1 7.46 6.36|   0     0 | 379M  125G 14.3M  108M
18-08 20:41:35|10.1 7.46 6.36|   0     0 | 379M  125G 14.3M  108M
18-08 20:41:37|9.27 7.34 6.32|   0    10k| 379M  125G 14.3M  108M
18-08 20:41:39|9.27 7.34 6.32|   0     0 | 379M  125G 14.3M  108M
18-08 20:41:41|8.52 7.22 6.29|   0     0 | 382M  125G 14.3M  108M
18-08 20:41:43|8.52 7.22 6.29|   0   384k| 382M  125G 14.4M  108M
18-08 20:41:45|8.52 7.22 6.29|   0     0 | 382M  125G 14.4M  108M
18-08 20:41:47|7.84 7.10 6.25|   0     0 | 382M  125G 14.4M  108M
18-08 20:41:49|7.84 7.10 6.25|   0    24k| 382M  125G 14.4M  108M
18-08 20:41:51|7.21 6.98 6.22|   0     0 | 382M  125G 14.4M  108M
18-08 20:41:53|7.21 6.98 6.22|   0     0 | 382M  125G 14.4M  108M
18-08 20:41:55|7.21 6.98 6.22|   0    22k| 382M  125G 14.4M  108M
18-08 20:41:57|6.64 6.86 6.19|   0     0 | 382M  125G 14.4M  108M
18-08 20:41:59|6.64 6.86 6.19|   0     0 | 382M  125G 14.4M  108M
18-08 20:42:01|6.10 6.75 6.15|   0    16k| 382M  125G 14.4M  108M
18-08 20:42:03|6.10 6.75 6.15|   0     0 | 382M  125G 14.4M  108M
18-08 20:42:05|6.10 6.75 6.15|   0     0 | 382M  125G 14.4M  108M
18-08 20:42:07|5.61 6.64 6.12|   0    10k| 382M  125G 14.4M  108M
18-08 20:42:09|5.61 6.64 6.12|   0     0 | 382M  125G 14.4M  108M
18-08 20:42:11|5.16 6.52 6.09|   0     0 | 382M  125G 14.4M  108M
18-08 20:42:13|5.16 6.52 6.09|   0   358k| 382M  125G 14.5M  108M
18-08 20:42:15|5.16 6.52 6.09|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:17|4.75 6.42 6.05|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:19|4.75 6.42 6.05|   0    10k| 382M  125G 14.5M  108M
18-08 20:42:21|4.37 6.31 6.02|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:23|4.37 6.31 6.02|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:25|4.37 6.31 6.02|   0    10k| 382M  125G 14.5M  108M
18-08 20:42:27|4.02 6.20 5.99|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:29|4.02 6.20 5.99|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:31|3.70 6.10 5.96|   0    10k| 382M  125G 14.5M  108M
18-08 20:42:33|3.70 6.10 5.96|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:35|3.70 6.10 5.96|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:37|3.40 6.00 5.92|   0    10k| 382M  125G 14.5M  108M
18-08 20:42:39|3.40 6.00 5.92|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:41|3.13 5.90 5.89|   0     0 | 382M  125G 14.5M  108M
18-08 20:42:43|3.13 5.90 5.89|   0   360k| 382M  125G 14.6M  108M
18-08 20:42:45|3.13 5.90 5.89|   0     0 | 382M  125G 14.6M  108M
18-08 20:42:47|2.88 5.80 5.86|   0     0 | 382M  125G 14.6M  108M
18-08 20:42:49|2.88 5.80 5.86|   0    10k| 382M  125G 14.6M  108M
18-08 20:42:51|2.65 5.71 5.83|   0     0 | 382M  125G 14.6M  108M
18-08 20:42:53|2.65 5.71 5.83|   0     0 | 382M  125G 14.6M  108M
18-08 20:42:55|2.65 5.71 5.83|   0    10k| 382M  125G 14.6M  108M
18-08 20:42:57|2.43 5.61 5.80|   0     0 | 382M  125G 14.6M  108M
18-08 20:42:59|2.43 5.61 5.80|   0     0 | 382M  125G 14.6M  108M
18-08 20:43:01|2.24 5.52 5.77|   0    10k| 382M  125G 14.6M  108M
18-08 20:43:03|2.24 5.52 5.77|   0     0 | 382M  125G 14.6M  108M
18-08 20:43:05|2.24 5.52 5.77|   0     0 | 382M  125G 14.6M  108M
18-08 20:43:07|2.06 5.43 5.73|   0    10k| 382M  125G 14.6M  108M
18-08 20:43:09|2.06 5.43 5.73|   0     0 | 382M  125G 14.6M  108M
18-08 20:43:11|1.89 5.34 5.70|   0     0 | 382M  125G 14.6M  108M
18-08 20:43:13|1.89 5.34 5.70|   0   358k| 382M  125G 14.7M  108M
18-08 20:43:15|1.89 5.34 5.70|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:17|1.74 5.25 5.67|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:19|1.74 5.25 5.67|   0    10k| 382M  125G 14.7M  108M
18-08 20:43:21|1.60 5.16 5.64|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:23|1.60 5.16 5.64|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:25|1.60 5.16 5.64|   0    10k| 382M  125G 14.7M  108M
18-08 20:43:27|1.47 5.07 5.61|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:29|1.47 5.07 5.61|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:31|1.36 4.99 5.58|   0    22k| 382M  125G 14.7M  108M
18-08 20:43:33|1.36 4.99 5.58|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:35|1.36 4.99 5.58|   0     0 | 382M  125G 14.7M  108M
18-08 20:43:37|1.25 4.91 5.55|   0    10k| 382M  125G 14.8M  108M
18-08 20:43:39|1.25 4.91 5.55|   0     0 | 382M  125G 14.8M  108M
18-08 20:43:41|1.15 4.82 5.52|   0     0 | 382M  125G 14.8M  108M
18-08 20:43:43|1.15 4.82 5.52|   0   340k| 382M  125G 14.8M  108M
18-08 20:43:45|1.15 4.82 5.52|   0     0 | 382M  125G 14.8M  108M
